ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
748,Saira Jani,Male,West,Tamil Nadu,439293,JOINT,PAN,QS9081ERCy,Residential,4,5/6/2025,5/10/2025,5/15/2025,Connection Released,5126,Manikya Setty,Installation completed
749,Anay Upadhyay,Female,South,Tamil Nadu,964027,INDIVIDUAL,PAN,mN1728WMyr,Commercial,7,4/16/2025,4/22/2025,4/24/2025,Pending,5720,Zoya Saha,Installation completed
750,Khushi Sura,Male,North,Tamil Nadu,341159,JOINT,PASSPORT,pc6287TlHa,Commercial,8,6/5/2025,6/6/2025,6/7/2025,Approved,2749,Dishani Buch,Installation pending
751,Myra Sarkar,Male,West,Tamil Nadu,723713,INDIVIDUAL,VOTER_ID,sJ5943TVrj,Residential,4,7/23/2025,7/24/2025,7/29/2025,Approved,9738,Kaira Dasgupta,Documents Verification in progress
752,Suhana Sanghvi,Male,South,Tamil Nadu,934539,INDIVIDUAL,PAN,Re9820LELl,Commercial,9,5/4/2025,5/14/2025,5/19/2025,Connection Released,1153,Bhavin Kari,KYC failed
753,Lakshit Chandran,Female,South,Tamil Nadu,608619,INDIVIDUAL,VOTER_ID,TH2199JxAt,Commercial,5,6/21/2025,6/29/2025,7/3/2025,Connection Released,1864,Nitya Talwar,Documents Verification in progress
754,Vardaniya Bail,Male,West,Tamil Nadu,993809,INDIVIDUAL,AADHAR,qh2771nobu,Residential,9,6/15/2025,6/19/2025,6/24/2025,Connection Released,9740,Farhan Sawhney,Installation pending
755,Trisha Sood,Male,West,Tamil Nadu,451045,JOINT,PASSPORT,DA9817olvs,Residential,10,6/19/2025,6/26/2025,6/30/2025,Pending,9526,Vidur Bansal,KYC failed
756,Manjari Chander,Male,North,Tamil Nadu,371061,INDIVIDUAL,PAN,Wp9196oAka,Residential,8,5/17/2025,5/21/2025,5/22/2025,Approved,4475,Akarsh Deo,Documents Verification in progress
757,Aradhya Andra,Male,North,Tamil Nadu,858624,JOINT,AADHAR,wa8867XRMu,Commercial,1,5/7/2025,5/8/2025,5/9/2025,Pending,2592,Drishya Bir,Installation completed
758,Reyansh Roy,Female,East,Tamil Nadu,865956,INDIVIDUAL,PAN,pG6484wBic,Commercial,1,5/5/2025,5/12/2025,5/14/2025,Rejected,2849,Zeeshan Dutt,Installation completed
759,Piya Balasubramanian,Female,East,Tamil Nadu,292755,JOINT,PAN,ai7512HPkK,Residential,9,5/11/2025,5/12/2025,5/13/2025,Connection Released,4894,Akarsh Zachariah,Installation pending
760,Samaira Dey,Female,South,Tamil Nadu,188837,INDIVIDUAL,PAN,hs9508xPdH,Residential,6,5/23/2025,6/1/2025,6/3/2025,Rejected,9668,Advik Lanka,KYC failed
761,Prisha Wagle,Male,East,Tamil Nadu,934717,INDIVIDUAL,AADHAR,sX7525gBgc,Residential,1,5/3/2025,5/12/2025,5/16/2025,Approved,1188,Oorja Sachar,Installation completed
762,Bhavin Anand,Male,West,Tamil Nadu,101681,INDIVIDUAL,VOTER_ID,BB1863SwMd,Commercial,2,7/14/2025,7/23/2025,7/25/2025,Approved,2186,Adah Saxena,Documents Verification in progress
763,Jivin Kumar,Male,West,Tamil Nadu,326105,INDIVIDUAL,VOTER_ID,MG2463lyrm,Residential,7,6/21/2025,6/23/2025,6/24/2025,Pending,6271,Pihu Keer,Documents Verification in progress
764,Aarna Gera,Male,North,Tamil Nadu,177005,INDIVIDUAL,PAN,pg2040MTvD,Residential,2,4/18/2025,4/26/2025,4/28/2025,Pending,9804,Biju Chandran,Installation completed
765,Dharmajan Gera,Male,South,Tamil Nadu,234500,JOINT,VOTER_ID,GG3909afQO,Commercial,2,7/10/2025,7/12/2025,7/16/2025,Approved,5978,Sana Sridhar,Installation completed
766,Vidur Bora,Male,North,Tamil Nadu,638229,INDIVIDUAL,PASSPORT,ga8542mlgB,Residential,2,7/3/2025,7/7/2025,7/8/2025,Connection Released,1963,Anya Datta,Documents Verification in progress
767,Oorja Baral,Male,West,Tamil Nadu,693668,INDIVIDUAL,PAN,SA7784pfGn,Commercial,7,7/6/2025,7/14/2025,7/18/2025,Rejected,1290,Miraya Vaidya,Installation completed
768,Indrajit Gandhi,Male,South,Tamil Nadu,224872,INDIVIDUAL,PAN,AE7920DnKW,Residential,10,5/31/2025,6/1/2025,6/6/2025,Connection Released,2841,Hazel Dara,Documents Verification in progress
769,Bhavin Seth,Male,South,Tamil Nadu,321331,INDIVIDUAL,PAN,vu2977cACc,Residential,1,4/16/2025,4/26/2025,4/30/2025,Rejected,8785,Ehsaan Kanda,Documents Verification in progress
770,Indrajit Shroff,Male,South,Tamil Nadu,261459,INDIVIDUAL,AADHAR,SF5452ifXW,Commercial,6,5/24/2025,5/29/2025,6/2/2025,Rejected,6933,Riya Soman,Installation pending
771,Misha Das,Male,West,Tamil Nadu,911608,JOINT,AADHAR,sX8424MLKM,Residential,3,7/13/2025,7/17/2025,7/20/2025,Approved,4031,Dishani Batta,Documents Verification in progress
772,Vaibhav Gulati,Female,East,Tamil Nadu,712672,INDIVIDUAL,AADHAR,PZ6419jWrY,Commercial,1,4/24/2025,5/1/2025,5/4/2025,Rejected,1477,Indrans Goyal,Installation completed
773,Zoya Kota,Male,North,Tamil Nadu,816242,INDIVIDUAL,PASSPORT,Pq7562qslq,Commercial,2,5/11/2025,5/17/2025,5/18/2025,Rejected,7198,Uthkarsh Kohli,Installation completed
774,Damini Bawa,Male,South,Tamil Nadu,93529,INDIVIDUAL,PASSPORT,Fd8701kDLw,Residential,7,7/20/2025,7/28/2025,8/2/2025,Approved,7378,Aradhya Jha,Installation pending
775,Zain Dass,Male,South,Tamil Nadu,74391,INDIVIDUAL,AADHAR,SM7283zWfk,Residential,10,7/2/2025,7/8/2025,7/11/2025,Rejected,7713,Amira Gade,Installation completed
776,Samiha Doctor,Female,East,Tamil Nadu,748896,JOINT,AADHAR,XL8414DekE,Commercial,1,6/23/2025,7/3/2025,7/4/2025,Rejected,9402,Onkar Maharaj,Documents Verification in progress
777,Prerak Ramesh,Female,North,Tamil Nadu,923003,JOINT,VOTER_ID,IT8378CQBi,Commercial,1,7/21/2025,7/24/2025,7/28/2025,Approved,4098,Nirvaan Ravel,Installation completed
778,Parinaaz Varty,Female,South,Tamil Nadu,435518,INDIVIDUAL,AADHAR,Ia2796JQsa,Commercial,8,6/17/2025,6/26/2025,6/27/2025,Approved,6388,Misha Wason,Installation completed
779,Yuvraj  Varghese,Female,South,Tamil Nadu,305394,INDIVIDUAL,PAN,tF7455ETiV,Residential,1,6/24/2025,7/2/2025,7/6/2025,Connection Released,8048,Piya Banik,Installation pending
780,Anika Krishnan,Female,South,Tamil Nadu,78115,JOINT,PAN,wS2742KgOw,Commercial,1,7/22/2025,7/26/2025,7/28/2025,Rejected,1265,Madhup Baral,Installation pending
781,Akarsh Lanka,Male,East,Tamil Nadu,589428,INDIVIDUAL,PAN,mZ8886vTXG,Residential,1,6/11/2025,6/16/2025,6/17/2025,Connection Released,8910,Lakshay Banerjee,KYC failed
782,Lavanya Chaudhry,Female,West,Tamil Nadu,651662,INDIVIDUAL,PAN,rq8407sSrZ,Residential,8,4/23/2025,5/2/2025,5/3/2025,Approved,4571,Parinaaz Chaudhry,Installation pending
783,Madhav Kunda,Female,North,Tamil Nadu,68521,JOINT,PASSPORT,pw5438DnuB,Residential,9,4/21/2025,4/25/2025,4/29/2025,Rejected,9370,Raghav Gill,Documents Verification in progress
784,Lagan Ray,Male,West,Tamil Nadu,741921,JOINT,AADHAR,fT1430RSuT,Residential,6,5/6/2025,5/14/2025,5/17/2025,Pending,5566,Tiya Dhar,Installation completed
785,Gatik Char,Female,North,Tamil Nadu,58438,JOINT,PAN,Yy8983yMdv,Commercial,10,5/2/2025,5/7/2025,5/8/2025,Pending,6942,Amani Rao,Documents Verification in progress
786,Nishith Tella,Male,West,Tamil Nadu,174909,INDIVIDUAL,PAN,CB0857Yyfp,Residential,10,5/30/2025,6/8/2025,6/13/2025,Pending,9386,Neysa Baria,Installation pending
787,Tanya Shukla,Male,South,Tamil Nadu,256434,JOINT,VOTER_ID,Tr4432EePI,Residential,1,5/1/2025,5/9/2025,5/10/2025,Connection Released,6069,Sara Ahuja,Installation pending
788,Inaaya  Mann,Male,North,Tamil Nadu,854892,JOINT,AADHAR,Pc6038LQVq,Commercial,10,6/6/2025,6/12/2025,6/17/2025,Rejected,7280,Kanav Doctor,KYC failed
789,Vihaan Talwar,Male,West,Tamil Nadu,422701,INDIVIDUAL,VOTER_ID,xn0045pdbM,Commercial,1,6/23/2025,7/3/2025,7/4/2025,Connection Released,1767,Nitara Verma,Installation pending
790,Onkar Mahal,Male,North,Tamil Nadu,953399,JOINT,PAN,bM1762rYKW,Commercial,2,7/24/2025,8/3/2025,8/7/2025,Approved,9422,Kismat Khare,Documents Verification in progress
791,Ira Arya,Female,North,Tamil Nadu,239762,INDIVIDUAL,VOTER_ID,qW4574WyJb,Commercial,3,5/4/2025,5/11/2025,5/16/2025,Approved,4396,Ishita Aurora,Installation pending
792,Bhamini Gole,Male,South,Tamil Nadu,162811,INDIVIDUAL,PASSPORT,hA3979OQRI,Residential,9,5/14/2025,5/21/2025,5/24/2025,Approved,6951,Shamik Balasubramanian,Installation completed
793,Onkar Dube,Male,North,Tamil Nadu,934885,JOINT,AADHAR,vC3078aRMN,Commercial,9,5/26/2025,5/31/2025,6/3/2025,Connection Released,2210,Kanav Bose,Installation completed
794,Hansh Sekhon,Male,North,Tamil Nadu,46522,JOINT,VOTER_ID,LC5822dGIi,Commercial,2,4/22/2025,4/25/2025,4/30/2025,Rejected,7875,Indrajit Bava,Installation pending
795,Madhav Krishnan,Female,North,Tamil Nadu,159066,INDIVIDUAL,VOTER_ID,xn9811BNxZ,Commercial,8,7/2/2025,7/6/2025,7/11/2025,Rejected,1750,Raghav Vora,Installation completed
796,Anahita Shankar,Male,East,Tamil Nadu,614110,JOINT,AADHAR,jl1800UWGP,Commercial,2,5/12/2025,5/22/2025,5/27/2025,Connection Released,6283,Shanaya Sastry,Documents Verification in progress
797,Vihaan Barad,Male,South,Tamil Nadu,123287,INDIVIDUAL,PAN,Lj4257uWbH,Residential,3,6/14/2025,6/23/2025,6/26/2025,Pending,1006,Sara Dhawan,Installation pending
798,Vaibhav Raval,Female,West,Tamil Nadu,407096,INDIVIDUAL,AADHAR,FM8754kHav,Residential,10,5/2/2025,5/6/2025,5/11/2025,Approved,3149,Mohanlal Kapadia,Installation pending
799,Divij Shukla,Female,East,Tamil Nadu,599153,JOINT,AADHAR,uz6392ijve,Commercial,8,7/1/2025,7/10/2025,7/11/2025,Pending,9673,Elakshi Srivastava,KYC failed
800,Pihu Deshmukh,Female,South,Tamil Nadu,175447,JOINT,PAN,NY3981gIfD,Residential,1,6/6/2025,6/14/2025,6/16/2025,Rejected,4889,Uthkarsh Kant,KYC failed
801,Aaryahi Vohra,Female,North,Tamil Nadu,421417,INDIVIDUAL,VOTER_ID,Jp8131vLlu,Residential,1,6/17/2025,6/23/2025,6/25/2025,Pending,6982,Kiara Dixit,Installation pending
802,Ehsaan Chopra,Male,North,Tamil Nadu,820836,INDIVIDUAL,AADHAR,Mr3092kKuM,Commercial,1,7/2/2025,7/5/2025,7/10/2025,Approved,2629,Anay Dutta,Installation completed
803,Pari Bala,Female,South,Tamil Nadu,552599,JOINT,VOTER_ID,jY9460DmGc,Commercial,4,5/6/2025,5/15/2025,5/18/2025,Pending,5316,Darshit Iyer,Installation completed
804,Yashvi Chaudry,Male,North,Tamil Nadu,635968,INDIVIDUAL,AADHAR,xK3907iezc,Residential,4,6/29/2025,7/3/2025,7/8/2025,Approved,9198,Vihaan Balasubramanian,Documents Verification in progress
805,Himmat Bhakta,Male,South,Tamil Nadu,954873,JOINT,VOTER_ID,WN4226OGNv,Commercial,6,7/8/2025,7/12/2025,7/15/2025,Rejected,3421,Madhup Seth,KYC failed
806,Vedika Kanda,Female,North,Tamil Nadu,414657,JOINT,PAN,XZ6337aBTa,Commercial,10,4/24/2025,4/25/2025,4/27/2025,Pending,4740,Madhup Shan,KYC failed
807,Devansh Ahluwalia,Female,West,Tamil Nadu,558886,INDIVIDUAL,PASSPORT,Yh5113JBJR,Commercial,3,4/16/2025,4/23/2025,4/28/2025,Rejected,9041,Ryan Mall,Documents Verification in progress
808,Krish Sawhney,Male,South,Tamil Nadu,591338,INDIVIDUAL,PASSPORT,kG9735eyaj,Residential,8,6/10/2025,6/18/2025,6/19/2025,Connection Released,2226,Akarsh Golla,Documents Verification in progress
809,Bhavin Jaggi,Female,North,Tamil Nadu,579647,JOINT,AADHAR,co5468wYHg,Commercial,1,5/2/2025,5/10/2025,5/12/2025,Pending,9929,Aaina Sundaram,KYC failed
810,Hansh Chakraborty,Male,North,Tamil Nadu,918565,INDIVIDUAL,PAN,pA9799UGwb,Residential,4,6/18/2025,6/21/2025,6/23/2025,Pending,3374,Adira Comar,Documents Verification in progress
811,Keya Rattan,Female,South,Tamil Nadu,473651,JOINT,PAN,lW7714sVNp,Residential,2,4/21/2025,4/26/2025,4/28/2025,Connection Released,5039,Jayan Chad,Installation pending
812,Vanya Shan,Male,North,Tamil Nadu,744273,INDIVIDUAL,AADHAR,aJ8978Uvjd,Commercial,10,5/21/2025,5/28/2025,5/29/2025,Connection Released,9853,Divij Bahl,Installation completed
813,Vritika Chawla,Male,East,Tamil Nadu,162301,INDIVIDUAL,PAN,uH9207KeQC,Residential,3,5/2/2025,5/7/2025,5/9/2025,Connection Released,4340,Aaryahi Kari,KYC failed
814,Dishani Boase,Male,North,Tamil Nadu,62051,INDIVIDUAL,PAN,fF5458aMPo,Residential,1,6/4/2025,6/6/2025,6/11/2025,Connection Released,1147,Rati Walia,KYC failed
815,Mamooty Shanker,Male,West,Tamil Nadu,201892,JOINT,PASSPORT,Um2607fWBN,Commercial,9,5/3/2025,5/12/2025,5/15/2025,Pending,9001,Rania Mahal,Documents Verification in progress
816,Tara Gopal,Male,North,Tamil Nadu,923635,JOINT,PASSPORT,Nv1892RiFg,Residential,10,4/23/2025,5/1/2025,5/5/2025,Approved,3892,Indranil Bawa,Documents Verification in progress
817,Kavya Ramakrishnan,Male,South,Tamil Nadu,295736,INDIVIDUAL,AADHAR,du3313aWHd,Commercial,9,7/4/2025,7/10/2025,7/15/2025,Connection Released,6746,Kavya Dewan,Installation completed
818,Gatik Sethi,Female,South,Tamil Nadu,339402,INDIVIDUAL,PASSPORT,jP5906vlfX,Residential,6,5/15/2025,5/21/2025,5/25/2025,Pending,3620,Sahil Ganesh,Documents Verification in progress
819,Riaan Bahl,Male,North,Tamil Nadu,131314,INDIVIDUAL,PASSPORT,Wh2645vciK,Residential,8,7/1/2025,7/8/2025,7/10/2025,Approved,9248,Kimaya Talwar,Documents Verification in progress
820,Parinaaz Zachariah,Male,East,Tamil Nadu,637773,INDIVIDUAL,PASSPORT,gE4843Dvmj,Residential,10,6/5/2025,6/15/2025,6/18/2025,Approved,4289,Ahana  Sehgal,Installation completed
821,Miraya Saraf,Female,East,Tamil Nadu,552726,INDIVIDUAL,PASSPORT,DR3002lnEN,Commercial,1,5/10/2025,5/17/2025,5/20/2025,Approved,5629,Sana Dutta,Installation completed
822,Pari Kumar,Male,East,Tamil Nadu,361360,INDIVIDUAL,AADHAR,xg2060ODgq,Residential,4,4/26/2025,5/2/2025,5/4/2025,Approved,3634,Seher Andra,KYC failed
823,Lavanya De,Female,South,Tamil Nadu,704813,INDIVIDUAL,PASSPORT,qi6075sBbl,Commercial,10,6/10/2025,6/14/2025,6/16/2025,Approved,6913,Arnav Dhillon,Installation pending
824,Jayesh Cherian,Male,West,Tamil Nadu,404529,INDIVIDUAL,VOTER_ID,On1552Woob,Residential,5,5/10/2025,5/15/2025,5/19/2025,Approved,1554,Nitya Bhat,KYC failed
825,Divij Biswas,Female,North,Tamil Nadu,836403,JOINT,PAN,xy2663pVcB,Commercial,1,5/7/2025,5/15/2025,5/19/2025,Connection Released,8547,Kavya Ram,Installation completed
826,Urvi Contractor,Female,West,Tamil Nadu,155317,INDIVIDUAL,AADHAR,Gw7057fyyf,Commercial,3,7/14/2025,7/24/2025,7/29/2025,Pending,6905,Alia Gulati,KYC failed
827,Rati Kapadia,Male,North,Tamil Nadu,9828,JOINT,PASSPORT,gu7355RkQz,Residential,1,4/20/2025,4/21/2025,4/23/2025,Rejected,2459,Darshit Dhaliwal,KYC failed
828,Aniruddh Kunda,Female,West,Tamil Nadu,748185,INDIVIDUAL,PASSPORT,rm6758RZZx,Commercial,4,4/23/2025,4/29/2025,5/3/2025,Approved,6462,Misha Dasgupta,Installation completed
829,Vedika Rajagopalan,Male,South,Tamil Nadu,648807,INDIVIDUAL,PAN,me1173EjtG,Residential,10,7/21/2025,7/27/2025,8/1/2025,Connection Released,7794,Akarsh Mammen,Installation pending
830,Adah Mani,Female,South,Tamil Nadu,207693,JOINT,VOTER_ID,ZQ0774RuoW,Residential,2,6/12/2025,6/16/2025,6/17/2025,Connection Released,6781,Oorja Joshi,Installation completed
831,Urvi Banik,Female,West,Tamil Nadu,974224,JOINT,PASSPORT,Ez5773vNfL,Commercial,9,7/19/2025,7/26/2025,7/28/2025,Approved,5766,Onkar Bandi,KYC failed
832,Reyansh Sankaran,Female,North,Tamil Nadu,549183,INDIVIDUAL,PAN,pW0019Iqfo,Residential,5,7/1/2025,7/8/2025,7/12/2025,Approved,8528,Miraya Dewan,Documents Verification in progress
833,Biju Yohannan,Female,South,Tamil Nadu,450900,JOINT,AADHAR,hc7769EPUB,Commercial,3,6/23/2025,6/29/2025,7/4/2025,Pending,8015,Stuvan Ramesh,KYC failed
834,Mahika Jayaraman,Male,South,Tamil Nadu,42950,INDIVIDUAL,VOTER_ID,lR4965KCeV,Commercial,8,4/26/2025,5/1/2025,5/5/2025,Rejected,1630,Himmat Bains,Installation pending
835,Purab Chawla,Male,South,Tamil Nadu,328174,INDIVIDUAL,PASSPORT,ga8262cxEz,Residential,7,5/4/2025,5/8/2025,5/10/2025,Approved,2894,Yashvi Lal,KYC failed
836,Inaaya  Chopra,Male,East,Tamil Nadu,631310,INDIVIDUAL,VOTER_ID,KM7923AlLw,Residential,6,6/14/2025,6/21/2025,6/25/2025,Rejected,5528,Prerak Sama,KYC failed
837,Anaya Shenoy,Female,South,Tamil Nadu,11788,JOINT,AADHAR,xT7866DKQf,Residential,4,7/10/2025,7/13/2025,7/14/2025,Rejected,1645,Navya Sidhu,KYC failed
838,Miraan Barad,Female,West,Tamil Nadu,708424,JOINT,AADHAR,sg2760BNPE,Commercial,2,4/24/2025,4/25/2025,4/27/2025,Rejected,6590,Ivan Dutta,Documents Verification in progress
839,Aniruddh Bora,Female,East,Tamil Nadu,125620,INDIVIDUAL,PASSPORT,Sf7558QGQU,Commercial,8,6/12/2025,6/17/2025,6/19/2025,Connection Released,9661,Zoya Devi,Documents Verification in progress
840,Anika Thaker,Female,West,Tamil Nadu,392440,JOINT,AADHAR,GV8699Fnwi,Residential,10,7/7/2025,7/9/2025,7/12/2025,Rejected,7061,Anya Basak,Documents Verification in progress
841,Siya Bhatti,Female,North,Tamil Nadu,844519,JOINT,PAN,bi5457aUNV,Residential,1,7/24/2025,7/28/2025,7/29/2025,Pending,3476,Manikya Apte,Documents Verification in progress
842,Parinaaz Comar,Male,East,Tamil Nadu,842202,JOINT,AADHAR,gW2864gGmF,Commercial,8,5/20/2025,5/28/2025,5/29/2025,Connection Released,9946,Krish Tandon,Installation completed
843,Kavya Hora,Male,West,Tamil Nadu,657593,JOINT,PAN,zl1454SgJV,Commercial,8,6/11/2025,6/21/2025,6/23/2025,Rejected,2809,Elakshi Sehgal,Installation pending
844,Seher Chahal,Female,East,Tamil Nadu,328955,INDIVIDUAL,PASSPORT,fN9131Jybg,Residential,10,6/6/2025,6/8/2025,6/9/2025,Connection Released,2263,Anay Bhavsar,Documents Verification in progress
845,Jhanvi Savant,Male,West,Tamil Nadu,41751,JOINT,VOTER_ID,Ik9701sEss,Commercial,1,5/3/2025,5/9/2025,5/11/2025,Pending,9954,Romil Dutt,KYC failed
846,Amira Bhattacharyya,Female,East,Tamil Nadu,49291,INDIVIDUAL,PASSPORT,wW9349bvCI,Commercial,9,7/15/2025,7/20/2025,7/24/2025,Rejected,9061,Neysa Dugar,Installation pending
847,Samiha Karnik,Female,North,Tamil Nadu,964795,JOINT,PASSPORT,Xd3245VnfD,Commercial,5,7/8/2025,7/15/2025,7/17/2025,Approved,1598,Chirag Reddy,KYC failed
848,Gokul Krishnamurthy,Female,North,Tamil Nadu,695569,INDIVIDUAL,VOTER_ID,Oy6595aCJo,Residential,2,5/13/2025,5/21/2025,5/23/2025,Approved,8027,Zeeshan Maharaj,Installation completed
849,Shaan Kari,Male,South,Tamil Nadu,815396,JOINT,AADHAR,YA5206ZbNd,Commercial,4,7/24/2025,7/28/2025,8/1/2025,Approved,6526,Farhan Bath,Installation completed
850,Mannat Subramanian,Male,East,Tamil Nadu,611181,JOINT,AADHAR,ao3589lumt,Residential,8,4/29/2025,5/6/2025,5/10/2025,Approved,1755,Parinaaz Sangha,KYC failed
851,Baiju Mani,Male,East,Tamil Nadu,846353,JOINT,PAN,kH0214JbRh,Residential,8,6/12/2025,6/18/2025,6/23/2025,Rejected,2282,Hrishita Salvi,Installation completed
852,Anika Ramaswamy,Male,North,Tamil Nadu,204066,JOINT,PASSPORT,WI1504VNbP,Commercial,10,5/12/2025,5/13/2025,5/18/2025,Connection Released,8927,Taimur Divan,Documents Verification in progress
853,Ishaan Dixit,Male,West,Tamil Nadu,517937,INDIVIDUAL,AADHAR,Il0691cYtG,Commercial,3,7/15/2025,7/21/2025,7/24/2025,Approved,4205,Rohan Buch,Installation completed
854,Faiyaz Kibe,Male,East,Tamil Nadu,995500,JOINT,AADHAR,Gs7898Qivg,Residential,5,6/23/2025,6/24/2025,6/25/2025,Approved,8002,Aarav Lata,KYC failed
855,Gokul Kala,Male,North,Tamil Nadu,74275,JOINT,VOTER_ID,xO5145HyMg,Residential,2,6/22/2025,6/27/2025,7/1/2025,Approved,5977,Elakshi Ganesh,Installation completed
856,Sana Babu,Male,South,Tamil Nadu,308655,INDIVIDUAL,PASSPORT,UZ7317uosC,Residential,6,5/26/2025,5/31/2025,6/2/2025,Pending,6307,Reyansh Dixit,Documents Verification in progress
857,Zoya Bali,Female,East,Tamil Nadu,823021,INDIVIDUAL,PAN,sq2406IjUD,Residential,6,7/21/2025,7/25/2025,7/30/2025,Connection Released,5443,Eshani Malhotra,Documents Verification in progress
858,Tanya Manne,Female,South,Tamil Nadu,52979,JOINT,PAN,jY0257dAGm,Residential,5,7/11/2025,7/16/2025,7/19/2025,Connection Released,2120,Ela Gopal,Installation pending
859,Samaira Lalla,Female,West,Tamil Nadu,654342,INDIVIDUAL,AADHAR,Oy8724AAEr,Commercial,8,5/9/2025,5/14/2025,5/19/2025,Rejected,9544,Reyansh Raja,Installation pending
860,Trisha Lanka,Female,West,Tamil Nadu,556433,JOINT,PASSPORT,Px1628DJBb,Residential,4,6/26/2025,7/3/2025,7/7/2025,Approved,7993,Divij Gour,KYC failed
861,Jayant Rao,Male,West,Tamil Nadu,290469,JOINT,VOTER_ID,zL2765vkJW,Residential,8,4/20/2025,4/29/2025,5/4/2025,Approved,6195,Yasmin Kar,Installation completed
862,Miraan Tak,Female,East,Tamil Nadu,947909,JOINT,PAN,ty9344EdSv,Commercial,6,4/16/2025,4/19/2025,4/23/2025,Rejected,4446,Nayantara Rajagopalan,Installation completed
863,Kashvi Mannan,Female,West,Tamil Nadu,396068,INDIVIDUAL,VOTER_ID,Kn3503WSje,Residential,5,5/1/2025,5/6/2025,5/7/2025,Approved,8321,Darshit Chaudhary,Installation pending
864,Divij Kamdar,Female,South,Tamil Nadu,689323,INDIVIDUAL,AADHAR,Vj2689EaRN,Residential,3,4/16/2025,4/18/2025,4/21/2025,Connection Released,9923,Lakshit Grover,Installation pending
865,Rohan Sani,Male,East,Tamil Nadu,863946,INDIVIDUAL,PAN,vQ6195splv,Residential,5,7/15/2025,7/17/2025,7/21/2025,Approved,4244,Raghav Manne,Installation completed
866,Ritvik Bhatt,Female,East,Tamil Nadu,719340,INDIVIDUAL,PASSPORT,tZ2913JJHV,Commercial,1,5/25/2025,5/28/2025,6/2/2025,Rejected,5668,Vaibhav Mall,Installation pending
867,Saksham Khalsa,Male,South,Tamil Nadu,876786,INDIVIDUAL,PASSPORT,xX4095WqmM,Residential,5,4/30/2025,5/1/2025,5/2/2025,Connection Released,8829,Divyansh Dixit,KYC failed
868,Khushi Dasgupta,Female,North,Tamil Nadu,659680,INDIVIDUAL,AADHAR,Aq8107nofi,Commercial,3,4/21/2025,4/25/2025,4/28/2025,Rejected,1827,Pihu Chokshi,Installation completed
869,Indrajit Bava,Male,East,Tamil Nadu,363940,INDIVIDUAL,PAN,rk2611oqjp,Commercial,7,4/20/2025,4/25/2025,4/26/2025,Approved,1820,Zain Chanda,Installation completed
870,Rati Grover,Female,East,Tamil Nadu,569189,INDIVIDUAL,AADHAR,iU3258axhc,Commercial,8,4/16/2025,4/22/2025,4/27/2025,Pending,3773,Kiaan Vaidya,Installation pending
871,Divit Majumdar,Male,North,Tamil Nadu,331506,INDIVIDUAL,AADHAR,Bf1068awAe,Residential,9,7/2/2025,7/9/2025,7/11/2025,Pending,8818,Farhan Bora,Documents Verification in progress
872,Onkar Talwar,Female,South,Tamil Nadu,852968,INDIVIDUAL,PASSPORT,XO1895TtfB,Residential,2,5/15/2025,5/25/2025,5/30/2025,Pending,9356,Diya Srinivas,Documents Verification in progress
873,Advik Ghosh,Male,East,Tamil Nadu,130159,INDIVIDUAL,AADHAR,Me4839ggUA,Commercial,8,6/3/2025,6/7/2025,6/10/2025,Rejected,2080,Farhan Vyas,Installation pending
874,Vardaniya Badal,Male,South,Tamil Nadu,347090,INDIVIDUAL,PASSPORT,Oa1790OqqB,Commercial,6,5/23/2025,5/28/2025,5/29/2025,Approved,8870,Vardaniya Sagar,Documents Verification in progress
875,Nakul Sachdeva,Male,South,Tamil Nadu,358582,INDIVIDUAL,VOTER_ID,of6063UDUL,Residential,4,7/8/2025,7/18/2025,7/22/2025,Approved,9017,Mohanlal Dutta,Documents Verification in progress
876,Ivan Sanghvi,Female,West,Tamil Nadu,914187,INDIVIDUAL,PASSPORT,dy3334OLKp,Commercial,4,6/3/2025,6/4/2025,6/7/2025,Connection Released,1445,Ela Dewan,Installation completed
877,Vaibhav Doshi,Male,East,Tamil Nadu,124468,JOINT,PASSPORT,ID4174UBMp,Commercial,8,6/4/2025,6/10/2025,6/12/2025,Connection Released,6337,Nayantara Chawla,KYC failed
878,Urvi Cheema,Female,West,Tamil Nadu,446508,JOINT,PAN,PG3776msQa,Commercial,3,6/6/2025,6/7/2025,6/9/2025,Pending,6006,Diya Grover,KYC failed
879,Onkar Biswas,Male,North,Tamil Nadu,103701,JOINT,PASSPORT,wI2504pxdL,Residential,1,6/18/2025,6/24/2025,6/29/2025,Approved,2685,Vritika Dara,Documents Verification in progress
